date,product_id,impressions,video_views,live_stream_placements,exposure_score
2026-01-27,PRD0039,5848,3167,12,61.2
2026-02-03,PRD0039,5695,2557,12,59.6
2026-02-10,PRD0039,5640,3029,7,48.5
2026-02-17,PRD0039,4933,1950,9,49.2
2026-02-24,PRD0039,4444,1687,6,43.3
2026-03-03,PRD0039,3860,1381,6,38.4
2026-03-10,PRD0039,3641,1663,5,35.5
2026-03-17,PRD0039,3173,1267,3,25.2
2026-03-24,PRD0039,3753,1909,3,28.3
2026-03-31,PRD0039,2815,1243,2,21.3
2026-04-07,PRD0039,3092,1339,3,26.4
2026-04-14,PRD0039,3074,1628,2,22.2
2026-04-21,PRD0039,2449,874,2,19.0
2026-04-28,PRD0039,2092,1138,1,16.0
2026-05-05,PRD0039,2045,1078,1,15.2
2026-05-12,PRD0039,1757,787,1,12.9
2026-05-19,PRD0039,1773,678,0,11.2
2026-05-26,PRD0039,1573,669,0,10.7
2026-06-02,PRD0039,1595,829,0,9.9
2026-06-09,PRD0039,1526,783,0,9.6
2026-06-16,PRD0039,1475,762,0,10.1
2026-06-23,PRD0039,1269,678,0,8.2
2026-06-30,PRD0039,996,423,0,6.7
2026-01-24,PRD0040,1953,711,4,19.9
2026-01-31,PRD0040,2010,883,3,19.5
2026-02-07,PRD0040,1674,728,3,15.9
2026-02-14,PRD0040,2060,1026,3,18.6
2026-02-21,PRD0040,1824,820,2,15.0
2026-02-28,PRD0040,2079,963,2,16.3
2026-03-07,PRD0040,1795,823,2,15.8
2026-03-14,PRD0040,1588,672,3,15.3
2026-03-21,PRD0040,1902,710,3,19.2
2026-03-28,PRD0040,2089,902,2,17.7
2026-04-04,PRD0040,1748,844,3,16.5
2026-04-11,PRD0040,1709,826,3,17.3
2026-04-18,PRD0040,1669,791,2,15.3
2026-04-25,PRD0040,1673,729,2,15.1
2026-05-02,PRD0040,1919,682,3,17.9
2026-05-09,PRD0040,1681,831,2,14.9
2026-05-16,PRD0040,2046,733,3,20.2
2026-05-23,PRD0040,1697,884,2,15.3
2026-05-30,PRD0040,1671,635,3,15.9
2026-06-06,PRD0040,1615,807,2,15.3
2026-06-13,PRD0040,1635,694,2,14.4
2026-06-20,PRD0040,1804,811,3,18.6
2026-06-27,PRD0040,1631,760,2,14.0
2025-01-20,PRD0041,7416,4062,15,81.5
2025-01-27,PRD0041,8070,2893,13,78.6
2025-02-03,PRD0041,7676,4118,13,75.5
2025-02-10,PRD0041,7083,2923,11,69.9
2025-02-17,PRD0041,7412,3189,17,80.1
2025-02-24,PRD0041,7235,3610,13,74.9
2025-03-03,PRD0041,7021,3382,9,59.7
2025-03-10,PRD0041,8660,4431,12,75.9
2025-03-17,PRD0041,6559,3201,8,55.2
2025-03-24,PRD0041,7102,2793,16,74.8
2025-03-31,PRD0041,7637,3453,17,86.3
2025-04-07,PRD0041,8131,3027,14,81.6
2025-04-14,PRD0041,6873,3450,13,71.0
2025-04-21,PRD0041,7930,3688,14,80.7
2025-04-28,PRD0041,7702,3002,16,75.3
2025-05-05,PRD0041,7025,3065,11,69.6
2025-05-12,PRD0041,8235,4045,10,71.3
2025-05-19,PRD0041,6283,2622,10,57.4
2025-05-26,PRD0041,5996,2154,10,56.4
2025-06-02,PRD0041,6761,3109,6,54.4
2025-06-09,PRD0041,6409,3323,9,60.7
2025-06-16,PRD0041,5486,1985,6,48.8
2025-06-23,PRD0041,4768,2084,4,37.2
2025-06-30,PRD0041,5270,2062,7,48.7
2025-07-07,PRD0041,4606,2496,3,35.7
2025-07-14,PRD0041,3538,1476,2,27.4
2025-07-21,PRD0041,4123,2125,3,32.1
2025-07-28,PRD0041,3349,1376,3,25.5
2025-08-04,PRD0041,2771,1250,1,21.2
2025-08-11,PRD0041,2610,1264,2,21.6
2025-08-18,PRD0041,2980,1317,1,22.5
2025-08-25,PRD0041,2350,1263,1,17.8
2025-09-01,PRD0041,2565,1150,1,17.3
2025-09-08,PRD0041,2312,1190,0,15.3
2025-09-15,PRD0041,2086,1087,1,14.9
2025-09-22,PRD0041,1665,784,0,10.2
2025-09-29,PRD0041,1894,796,0,12.5
2025-10-06,PRD0041,1541,752,0,10.0
2025-10-13,PRD0041,1346,663,0,9.0
2025-10-20,PRD0041,1538,791,0,10.4
2025-10-27,PRD0041,1301,671,0,8.4
2025-11-03,PRD0041,1253,580,0,7.9
2025-11-10,PRD0041,1072,468,0,7.3
2025-11-17,PRD0041,1284,598,0,8.3
2025-11-24,PRD0041,1027,486,0,7.2
2025-12-01,PRD0041,1241,576,0,7.5
2025-12-08,PRD0041,1247,550,0,8.1
2025-12-15,PRD0041,1214,631,0,7.6
2025-12-22,PRD0041,1044,492,0,6.6
2025-12-29,PRD0041,1061,549,0,7.0
2026-01-05,PRD0041,1231,562,0,8.6
2026-01-12,PRD0041,1179,419,0,7.1
2026-01-19,PRD0041,1206,546,0,7.2
2026-01-26,PRD0041,1018,537,0,6.5
2026-02-02,PRD0041,991,426,0,6.8
2026-02-09,PRD0041,1165,470,0,7.4
2026-02-16,PRD0041,1054,486,0,6.9
2026-02-23,PRD0041,1255,522,0,8.6
2026-03-02,PRD0041,1191,592,0,8.2
2026-03-09,PRD0041,1169,506,0,7.0
2026-03-16,PRD0041,1132,480,0,6.8
2026-03-23,PRD0041,1097,469,0,6.7
2026-03-30,PRD0041,1246,524,0,8.6
2026-04-06,PRD0041,1111,410,0,7.3
2026-04-13,PRD0041,1315,635,0,8.3
2026-04-20,PRD0041,995,499,0,6.9
2026-04-27,PRD0041,1161,443,0,7.9
2026-05-04,PRD0041,1195,467,0,8.0
2026-05-11,PRD0041,1071,438,0,6.7
2026-05-18,PRD0041,1301,557,0,8.3
2026-05-25,PRD0041,1289,554,0,7.9
2026-06-01,PRD0041,1108,562,0,7.0
2026-06-08,PRD0041,1184,620,0,8.2
2026-06-15,PRD0041,1041,542,0,6.3
2026-06-22,PRD0041,1299,622,0,8.8
2026-06-29,PRD0041,1084,574,0,6.8
2025-02-11,PRD0042,6538,2775,9,59.5
2025-02-18,PRD0042,5428,2820,11,57.0
2025-02-25,PRD0042,5684,2545,7,47.8
2025-03-04,PRD0042,5721,2400,7,52.4
2025-03-11,PRD0042,6676,3132,8,56.7
2025-03-18,PRD0042,5350,2070,7,51.2
2025-03-25,PRD0042,6798,3438,10,66.4
2025-04-01,PRD0042,5378,2925,9,51.9
2025-04-08,PRD0042,5608,2683,11,58.9
2025-04-15,PRD0042,6123,3015,9,55.8
2025-04-22,PRD0042,5446,2634,7,51.6
2025-04-29,PRD0042,5372,2803,7,45.7
2025-05-06,PRD0042,6027,2699,11,60.1
2025-05-13,PRD0042,5218,2782,9,52.5
2025-05-20,PRD0042,5775,2713,8,52.8
2025-05-27,PRD0042,5606,2220,9,51.6
2025-06-03,PRD0042,6515,2667,14,72.1
2025-06-10,PRD0042,6661,2725,14,74.3
2025-06-17,PRD0042,5334,2486,10,58.2
2025-06-24,PRD0042,5949,2391,13,65.0
2025-07-01,PRD0042,5185,2054,9,47.5
2025-07-08,PRD0042,5472,2495,9,56.2
2025-07-15,PRD0042,5243,2045,11,55.7
2025-07-22,PRD0042,6205,2397,14,67.8
2025-07-29,PRD0042,6033,3184,13,65.1
2025-08-05,PRD0042,5756,2215,10,54.3
2025-08-12,PRD0042,5634,2597,8,53.7
2025-08-19,PRD0042,5685,2128,11,57.6
2025-08-26,PRD0042,6622,2599,10,59.9
2025-09-02,PRD0042,6587,3338,8,58.5
2025-09-09,PRD0042,6679,2813,13,65.5
2025-09-16,PRD0042,5624,2397,7,50.0
2025-09-23,PRD0042,6460,3467,12,64.4
2025-09-30,PRD0042,6803,3723,9,64.7
2025-10-07,PRD0042,5366,2526,8,49.5
2025-10-14,PRD0042,6553,2636,14,65.1
2025-10-21,PRD0042,6181,2887,7,50.0
2025-10-28,PRD0042,5206,2442,8,47.4
2025-11-04,PRD0042,5150,2735,11,56.5
2025-11-11,PRD0042,5734,2116,7,51.7
2025-11-18,PRD0042,6318,2578,9,60.0
2025-11-25,PRD0042,5823,2895,10,57.5
2025-12-02,PRD0042,6238,3354,13,67.1
2025-12-09,PRD0042,5946,2521,8,57.7
2025-12-16,PRD0042,5789,2923,10,58.3
2025-12-23,PRD0042,6151,3080,8,55.7
2025-12-30,PRD0042,5320,2492,7,45.1
2026-01-06,PRD0042,6466,2861,11,65.0
2026-01-13,PRD0042,6316,3007,8,53.5
2026-01-20,PRD0042,6075,2354,11,64.3
2026-01-27,PRD0042,6743,2983,15,75.9
2026-02-03,PRD0042,6075,3239,9,55.5
2026-02-10,PRD0042,5298,2136,12,57.2
2026-02-17,PRD0042,6493,2480,15,76.8
2026-02-24,PRD0042,5308,2051,7,44.7
2026-03-03,PRD0042,6073,2540,10,59.3
2026-03-10,PRD0042,6520,3035,12,70.7
2026-03-17,PRD0042,6627,2425,15,70.5
2026-03-24,PRD0042,5140,2643,10,53.9
2026-03-31,PRD0042,6776,3680,13,70.8
2026-04-07,PRD0042,5421,2011,9,49.1
2026-04-14,PRD0042,5689,2628,9,53.9
2026-04-21,PRD0042,5494,2827,9,54.3
2026-04-28,PRD0042,6306,3146,11,57.8
2026-05-05,PRD0042,6423,3482,7,58.3
2026-05-12,PRD0042,5694,2136,9,56.6
2026-05-19,PRD0042,5339,2483,11,52.5
2026-05-26,PRD0042,5568,2903,7,50.4
2026-06-02,PRD0042,5976,2252,13,62.7
2026-06-09,PRD0042,5559,2419,10,57.3
2026-06-16,PRD0042,5712,2610,7,50.8
2026-06-23,PRD0042,5341,2172,6,43.8
2026-06-30,PRD0042,5502,2433,9,56.6
2025-09-02,PRD0043,3076,1542,4,27.5
2025-09-09,PRD0043,3088,1296,6,31.3
2025-09-16,PRD0043,3117,1311,6,29.8
2025-09-23,PRD0043,2875,1198,4,28.0
2025-09-30,PRD0043,3629,1974,4,32.0
2025-10-07,PRD0043,3164,1528,4,27.6
2025-10-14,PRD0043,3259,1385,6,33.2
2025-10-21,PRD0043,3230,1640,4,28.3
2025-10-28,PRD0043,3117,1687,6,32.7
2025-11-04,PRD0043,3717,1978,6,34.1
2025-11-11,PRD0043,2897,1105,5,30.8
2025-11-18,PRD0043,3083,1290,4,26.5
2025-11-25,PRD0043,3132,1256,5,31.0
2025-12-02,PRD0043,2900,1376,4,28.5
2025-12-09,PRD0043,2665,1111,4,25.6
2025-12-16,PRD0043,2405,862,2,18.4
2025-12-23,PRD0043,2031,711,2,16.3
2025-12-30,PRD0043,1820,712,1,14.5
2026-01-06,PRD0043,1616,649,1,11.7
2026-01-13,PRD0043,1511,624,1,10.9
2026-01-20,PRD0043,1656,718,1,13.1
2026-01-27,PRD0043,1516,714,1,12.6
2026-02-03,PRD0043,1219,557,1,10.5
2026-02-10,PRD0043,1358,711,1,10.5
2026-02-17,PRD0043,1102,568,0,7.4
2026-02-24,PRD0043,1225,458,0,7.6
2026-03-03,PRD0043,1018,468,0,6.2
2026-03-10,PRD0043,911,470,0,6.1
2026-03-17,PRD0043,816,440,0,5.5
2026-03-24,PRD0043,857,335,0,5.7
2026-03-31,PRD0043,791,392,0,5.0
2026-04-07,PRD0043,625,250,0,3.8
2026-04-14,PRD0043,741,398,0,4.8
2026-04-21,PRD0043,603,213,0,3.9
2026-04-28,PRD0043,618,336,0,3.7
2026-05-05,PRD0043,600,237,0,3.6
2026-05-12,PRD0043,501,188,0,3.1
2026-05-19,PRD0043,537,241,0,3.6
2026-05-26,PRD0043,462,186,0,2.9
2026-06-02,PRD0043,441,209,0,2.8
2026-06-09,PRD0043,570,215,0,4.0
2026-06-16,PRD0043,541,249,0,3.5
2026-06-23,PRD0043,572,246,0,3.6
2026-06-30,PRD0043,558,283,0,3.4
2025-09-20,PRD0044,6212,3036,12,60.6
2025-09-27,PRD0044,4970,2269,9,46.3
2025-10-04,PRD0044,5319,2421,7,47.3
2025-10-11,PRD0044,4886,1721,9,48.9
2025-10-18,PRD0044,5907,2133,13,66.5
2025-10-25,PRD0044,4855,2024,10,50.2
2025-11-01,PRD0044,6161,3045,7,52.5
2025-11-08,PRD0044,5495,2520,6,46.2
2025-11-15,PRD0044,5607,2313,7,50.1
2025-11-22,PRD0044,5033,2723,9,46.5
2025-11-29,PRD0044,6154,2419,10,56.7
2025-12-06,PRD0044,6121,2943,8,51.9
2025-12-13,PRD0044,5147,2638,9,52.9
2025-12-20,PRD0044,5602,2045,9,51.0
2025-12-27,PRD0044,5004,2556,7,48.8
2026-01-03,PRD0044,6004,2436,10,55.0
2026-01-10,PRD0044,5642,2617,10,60.4
2026-01-17,PRD0044,4917,2541,8,46.1
2026-01-24,PRD0044,5491,3001,7,47.3
2026-01-31,PRD0044,5312,2769,12,54.6
2026-02-07,PRD0044,5412,1994,9,49.8
2026-02-14,PRD0044,5108,2718,7,43.8
2026-02-21,PRD0044,6418,3419,12,60.3
2026-02-28,PRD0044,5261,2621,9,54.5
2026-03-07,PRD0044,6298,2677,7,56.1
2026-03-14,PRD0044,5514,2619,8,49.3
2026-03-21,PRD0044,5022,2168,9,51.0
2026-03-28,PRD0044,5310,2450,12,59.5
2026-04-04,PRD0044,5259,2203,10,54.4
2026-04-11,PRD0044,5396,2301,7,45.8
2026-04-18,PRD0044,5932,2455,13,64.7
2026-04-25,PRD0044,6227,2392,10,63.5
2026-05-02,PRD0044,6485,3181,13,70.6
2026-05-09,PRD0044,6301,2527,11,65.2
2026-05-16,PRD0044,6340,2870,10,58.0
2026-05-23,PRD0044,5444,1969,6,47.3
2026-05-30,PRD0044,5330,2141,9,50.0
2026-06-06,PRD0044,6192,2857,8,56.4
2026-06-13,PRD0044,5770,2585,11,59.6
2026-06-20,PRD0044,4946,2028,6,44.3
2026-06-27,PRD0044,6032,2749,13,68.5
2025-06-17,PRD0045,2486,1348,4,25.2
2025-06-24,PRD0045,2788,1522,4,25.0
2025-07-01,PRD0045,2520,1108,5,26.1
2025-07-08,PRD0045,2274,1056,4,22.0
2025-07-15,PRD0045,2516,955,5,24.8
2025-07-22,PRD0045,2952,1150,6,31.8
2025-07-29,PRD0045,2755,1441,4,25.0
2025-08-05,PRD0045,2639,924,3,23.2
2025-08-12,PRD0045,2456,1224,5,25.5
2025-08-19,PRD0045,2183,765,3,20.9
2025-08-26,PRD0045,1730,692,2,14.0
2025-09-02,PRD0045,2041,752,2,17.8
2025-09-09,PRD0045,1543,751,1,11.9
2025-09-16,PRD0045,1675,902,1,12.8
2025-09-23,PRD0045,1297,456,1,10.1
2025-09-30,PRD0045,1545,566,1,12.7
2025-10-07,PRD0045,1491,637,0,9.0
2025-10-14,PRD0045,1337,625,0,8.3
2025-10-21,PRD0045,1255,620,0,8.1
2025-10-28,PRD0045,1081,396,0,7.1
2025-11-04,PRD0045,1067,443,0,7.0
2025-11-11,PRD0045,855,302,0,5.8
2025-11-18,PRD0045,782,305,0,4.9
2025-11-25,PRD0045,817,347,0,5.4
2025-12-02,PRD0045,851,344,0,5.5
2025-12-09,PRD0045,631,290,0,4.2
2025-12-16,PRD0045,577,290,0,3.9
2025-12-23,PRD0045,524,206,0,3.6
2025-12-30,PRD0045,459,248,0,2.8
2026-01-06,PRD0045,554,248,0,3.8
2026-01-13,PRD0045,501,211,0,3.2
2026-01-20,PRD0045,473,198,0,2.8
2026-01-27,PRD0045,399,218,0,2.4
2026-02-03,PRD0045,339,126,0,2.1
2026-02-10,PRD0045,400,166,0,2.5
2026-02-17,PRD0045,373,196,0,2.5
2026-02-24,PRD0045,358,154,0,2.2
2026-03-03,PRD0045,344,126,0,2.4
2026-03-10,PRD0045,350,185,0,2.4
2026-03-17,PRD0045,335,123,0,2.3
2026-03-24,PRD0045,410,144,0,2.6
2026-03-31,PRD0045,438,220,0,3.1
2026-04-07,PRD0045,371,133,0,2.5
2026-04-14,PRD0045,440,190,0,2.9
2026-04-21,PRD0045,439,163,0,2.7
2026-04-28,PRD0045,410,208,0,2.9
2026-05-05,PRD0045,425,170,0,3.0
2026-05-12,PRD0045,443,202,0,2.8
2026-05-19,PRD0045,406,209,0,2.5
2026-05-26,PRD0045,327,140,0,2.2
2026-06-02,PRD0045,435,220,0,3.0
2026-06-09,PRD0045,336,179,0,2.3
2026-06-16,PRD0045,390,176,0,2.6
2026-06-23,PRD0045,381,139,0,2.3
2026-06-30,PRD0045,329,142,0,2.2
2026-01-20,PRD0046,7117,3296,17,85.2
2026-01-27,PRD0046,6714,2770,10,60.3
2026-02-03,PRD0046,6551,3244,14,72.6
2026-02-10,PRD0046,7672,4139,10,67.6
2026-02-17,PRD0046,7875,4084,15,83.5
2026-02-24,PRD0046,6800,2729,14,66.2
2026-03-03,PRD0046,7336,3581,15,78.6
2026-03-10,PRD0046,6628,2483,13,69.6
2026-03-17,PRD0046,8186,3760,10,68.8
2026-03-24,PRD0046,6994,3646,11,64.9
2026-03-31,PRD0046,7194,3362,11,72.1
2026-04-07,PRD0046,7570,2920,9,66.9
2026-04-14,PRD0046,7760,3367,9,67.0
2026-04-21,PRD0046,7018,3542,11,62.9
2026-04-28,PRD0046,6658,2388,8,61.7
2026-05-05,PRD0046,7271,2829,15,71.6
2026-05-12,PRD0046,8077,3226,9,72.3
2026-05-19,PRD0046,6545,3090,15,71.0
2026-05-26,PRD0046,8298,3302,11,77.9
2026-06-02,PRD0046,7885,3556,9,64.1
2026-06-09,PRD0046,6799,3738,9,62.6
2026-06-16,PRD0046,7679,3597,14,82.7
2026-06-23,PRD0046,6611,3381,8,54.2
2026-06-30,PRD0046,7105,3817,15,72.4
2025-09-06,PRD0047,4333,1946,5,39.8
2025-09-13,PRD0047,4347,2003,5,39.5
2025-09-20,PRD0047,4496,2254,10,46.1
2025-09-27,PRD0047,4620,1944,9,51.1
2025-10-04,PRD0047,4624,2285,6,42.3
2025-10-11,PRD0047,3770,2057,6,36.3
2025-10-18,PRD0047,4475,2390,8,41.8
2025-10-25,PRD0047,4585,1917,7,41.2
2025-11-01,PRD0047,3570,1586,4,31.1
2025-11-08,PRD0047,4475,1963,9,46.4
2025-11-15,PRD0047,4368,2051,5,36.5
2025-11-22,PRD0047,3561,1542,6,35.1
2025-11-29,PRD0047,4045,2046,7,42.0
2025-12-06,PRD0047,3583,1399,6,36.4
2025-12-13,PRD0047,4192,1789,7,42.6
2025-12-20,PRD0047,4073,1820,8,39.1
2025-12-27,PRD0047,4488,2073,5,41.3
2026-01-03,PRD0047,3646,1485,4,32.6
2026-01-10,PRD0047,4090,2073,7,43.1
2026-01-17,PRD0047,3464,1329,5,34.1
2026-01-24,PRD0047,3661,1843,5,33.0
2026-01-31,PRD0047,3651,1986,4,31.9
2026-02-07,PRD0047,4380,1869,8,43.3
2026-02-14,PRD0047,3852,1699,6,36.6
2026-02-21,PRD0047,3896,1708,7,36.4
2026-02-28,PRD0047,4175,1560,7,43.8
2026-03-07,PRD0047,4552,2227,10,52.4
2026-03-14,PRD0047,3534,1275,4,30.3
2026-03-21,PRD0047,3786,1435,4,32.3
2026-03-28,PRD0047,3438,1339,4,32.2
2026-04-04,PRD0047,4409,2004,6,42.1
2026-04-11,PRD0047,3767,1478,7,35.9
2026-04-18,PRD0047,4077,1608,5,36.5
2026-04-25,PRD0047,3780,1372,4,31.4
2026-05-02,PRD0047,3555,1546,7,34.4
2026-05-09,PRD0047,3445,1797,4,28.3
2026-05-16,PRD0047,4528,1926,9,48.9
2026-05-23,PRD0047,4290,2350,8,42.8
2026-05-30,PRD0047,4386,1737,9,46.9
2026-06-06,PRD0047,3825,1575,5,32.0
2026-06-13,PRD0047,3446,1287,7,38.3
2026-06-20,PRD0047,3934,1981,5,35.4
2026-06-27,PRD0047,4403,2234,9,43.5
2025-02-12,PRD0048,4364,2009,6,41.7
2025-02-19,PRD0048,4881,1841,10,54.4
2025-02-26,PRD0048,4939,2054,6,42.0
2025-03-05,PRD0048,4232,1957,7,40.2
2025-03-12,PRD0048,4083,1736,9,41.0
2025-03-19,PRD0048,4627,2173,6,43.3
2025-03-26,PRD0048,3765,1540,5,35.6
2025-04-02,PRD0048,4853,2057,7,47.1
2025-04-09,PRD0048,4359,1557,5,35.8
2025-04-16,PRD0048,4349,1575,7,39.5
2025-04-23,PRD0048,4248,1710,8,43.4
2025-04-30,PRD0048,4587,1816,9,44.2
2025-05-07,PRD0048,3869,1600,9,42.9
2025-05-14,PRD0048,4765,2514,7,41.7
2025-05-21,PRD0048,4139,2149,8,43.6
2025-05-28,PRD0048,4246,1623,5,36.0
2025-06-04,PRD0048,4733,2305,7,42.0
2025-06-11,PRD0048,4336,1998,9,49.2
2025-06-18,PRD0048,4333,1887,5,37.6
2025-06-25,PRD0048,4919,2393,6,46.7
2025-07-02,PRD0048,4875,2394,11,50.8
2025-07-09,PRD0048,4465,2385,7,43.9
2025-07-16,PRD0048,4213,1580,9,44.5
2025-07-23,PRD0048,4406,1960,5,40.7
2025-07-30,PRD0048,4657,2372,8,48.9
2025-08-06,PRD0048,5052,2365,7,43.3
2025-08-13,PRD0048,4182,1773,6,35.9
2025-08-20,PRD0048,4781,2330,11,53.4
2025-08-27,PRD0048,3932,1533,6,34.9
2025-09-03,PRD0048,4935,2315,8,51.0
2025-09-10,PRD0048,4766,1967,9,50.3
2025-09-17,PRD0048,4284,1548,7,42.1
2025-09-24,PRD0048,4352,2141,7,39.7
2025-10-01,PRD0048,4863,2272,10,49.1
2025-10-08,PRD0048,4772,1918,10,50.3
2025-10-15,PRD0048,4876,2437,6,44.9
2025-10-22,PRD0048,3978,1954,5,36.4
2025-10-29,PRD0048,4377,1625,5,38.0
2025-11-05,PRD0048,4230,2230,7,38.7
2025-11-12,PRD0048,4390,1907,5,37.1
2025-11-19,PRD0048,4555,2089,6,39.8
2025-11-26,PRD0048,4470,2080,6,40.0
2025-12-03,PRD0048,4981,2575,11,49.8
2025-12-10,PRD0048,4512,2306,6,43.5
2025-12-17,PRD0048,4726,2594,11,54.5
2025-12-24,PRD0048,3759,2065,8,38.1
2025-12-31,PRD0048,4265,1915,5,37.0
2026-01-07,PRD0048,3774,1374,6,38.4
2026-01-14,PRD0048,3766,1480,9,41.4
2026-01-21,PRD0048,3997,2108,4,33.0
2026-01-28,PRD0048,3755,1338,7,36.4
2026-02-04,PRD0048,4286,1893,6,38.2
2026-02-11,PRD0048,4503,2344,10,48.3
2026-02-18,PRD0048,4484,2271,7,41.1
2026-02-25,PRD0048,4473,2048,10,45.1
2026-03-04,PRD0048,4265,2285,6,37.3
2026-03-11,PRD0048,4202,2082,9,45.2
2026-03-18,PRD0048,3884,1828,8,39.1
2026-03-25,PRD0048,4350,1659,9,43.6
2026-04-01,PRD0048,4877,1863,9,51.7
2026-04-08,PRD0048,4034,1938,6,39.5
2026-04-15,PRD0048,4819,1743,10,52.5
2026-04-22,PRD0048,4338,2078,9,45.4
2026-04-29,PRD0048,3960,1896,6,35.7
2026-05-06,PRD0048,4386,2081,8,43.3
2026-05-13,PRD0048,4338,1518,9,45.3
2026-05-20,PRD0048,4818,2089,8,45.9
2026-05-27,PRD0048,4285,2246,6,39.8
2026-06-03,PRD0048,4618,2468,8,48.0
2026-06-10,PRD0048,3967,1425,5,33.2
2026-06-17,PRD0048,4231,2179,6,41.1
2026-06-24,PRD0048,4559,1850,8,48.1
2025-01-13,PRD0049,6299,2423,8,60.5
2025-01-20,PRD0049,5677,2183,13,59.8
2025-01-27,PRD0049,5345,2035,8,51.5
2025-02-03,PRD0049,5832,3036,7,52.5
2025-02-10,PRD0049,6565,3596,10,65.0
2025-02-17,PRD0049,6480,2311,14,70.3
2025-02-24,PRD0049,6720,3438,10,65.9
2025-03-03,PRD0049,6371,3191,9,62.4
2025-03-10,PRD0049,5764,2301,13,63.7
2025-03-17,PRD0049,5465,2800,6,47.7
2025-03-24,PRD0049,6586,3622,9,56.9
2025-03-31,PRD0049,7001,2827,10,61.6
2025-04-07,PRD0049,6290,2760,10,61.3
2025-04-14,PRD0049,5798,3043,11,55.8
2025-04-21,PRD0049,5325,2015,12,57.1
2025-04-28,PRD0049,5360,2368,10,52.5
2025-05-05,PRD0049,5342,1885,7,50.4
2025-05-12,PRD0049,5715,2106,8,52.3
2025-05-19,PRD0049,6368,3243,12,61.6
2025-05-26,PRD0049,6044,2965,7,51.9
2025-06-02,PRD0049,6553,2461,11,68.5
2025-06-09,PRD0049,6094,2317,13,66.3
2025-06-16,PRD0049,5956,2540,13,60.5
2025-06-23,PRD0049,5268,2497,7,50.2
2025-06-30,PRD0049,5642,1979,10,57.6
2025-07-07,PRD0049,6842,3629,10,60.4
2025-07-14,PRD0049,5334,2044,7,47.2
2025-07-21,PRD0049,5645,2350,6,45.4
2025-07-28,PRD0049,5608,2828,7,51.2
2025-08-04,PRD0049,5773,2789,7,53.9
2025-08-11,PRD0049,6115,2863,12,60.8
2025-08-18,PRD0049,6337,2378,12,62.1
2025-08-25,PRD0049,5463,2972,9,50.9
2025-09-01,PRD0049,6730,3201,13,71.2
2025-09-08,PRD0049,6216,2311,8,59.7
2025-09-15,PRD0049,5235,2640,9,47.9
2025-09-22,PRD0049,6129,2613,11,65.6
2025-09-29,PRD0049,6844,3432,13,75.1
2025-10-06,PRD0049,6013,2219,13,68.8
2025-10-13,PRD0049,5527,2450,10,53.6
2025-10-20,PRD0049,6020,2176,10,59.9
2025-10-27,PRD0049,6669,2813,12,63.6
2025-11-03,PRD0049,6583,2530,14,72.2
2025-11-10,PRD0049,6531,2909,11,60.7
2025-11-17,PRD0049,6584,2654,11,65.8
2025-11-24,PRD0049,6657,2812,15,76.6
2025-12-01,PRD0049,6396,2646,10,63.8
2025-12-08,PRD0049,5943,2740,8,57.3
2025-12-15,PRD0049,5237,1944,7,49.4
2025-12-22,PRD0049,6444,3074,9,62.9
2025-12-29,PRD0049,5774,2219,9,55.8
2026-01-05,PRD0049,5685,2194,6,51.3
2026-01-12,PRD0049,5533,2116,12,55.6
2026-01-19,PRD0049,6271,2414,7,50.3
2026-01-26,PRD0049,6515,2824,9,61.7
2026-02-02,PRD0049,5294,2286,6,49.1
2026-02-09,PRD0049,6865,3539,8,61.0
2026-02-16,PRD0049,6014,2327,10,56.7
2026-02-23,PRD0049,5294,2612,10,50.2
2026-03-02,PRD0049,6622,3079,9,63.0
2026-03-09,PRD0049,6214,2395,8,58.9
2026-03-16,PRD0049,5394,2912,7,51.4
2026-03-23,PRD0049,6502,2821,7,56.2
2026-03-30,PRD0049,6071,2925,9,55.1
2026-04-06,PRD0049,5425,2642,9,55.6
2026-04-13,PRD0049,6095,2664,8,53.4
2026-04-20,PRD0049,6527,3215,10,57.3
2026-04-27,PRD0049,5821,2576,8,52.8
2026-05-04,PRD0049,6041,2628,8,52.5
2026-05-11,PRD0049,5426,2965,12,61.3
2026-05-18,PRD0049,5432,2599,11,54.7
2026-05-25,PRD0049,6534,3547,10,66.2
2026-06-01,PRD0049,6539,2797,10,65.0
2026-06-08,PRD0049,5435,2716,9,52.6
2026-06-15,PRD0049,6435,2752,10,65.6
2026-06-22,PRD0049,6869,3437,11,68.1
2026-06-29,PRD0049,6677,3144,9,65.4
2026-04-16,PRD0050,8555,4499,18,90.3
2026-04-23,PRD0050,8648,3199,16,81.0
2026-04-30,PRD0050,6840,3551,13,70.5
2026-05-07,PRD0050,7041,3446,8,58.2
2026-05-14,PRD0050,7950,3490,12,72.4
2026-05-21,PRD0050,8438,3237,12,77.4
2026-05-28,PRD0050,7423,2889,16,80.3
2026-06-04,PRD0050,7688,3860,9,66.1
2026-06-11,PRD0050,7325,3349,15,75.4
2026-06-18,PRD0050,8420,3650,15,81.1
2026-06-25,PRD0050,7733,3012,13,78.0
2026-05-11,PRD0051,4272,1505,10,48.0
2026-05-18,PRD0051,4514,2369,8,43.6
2026-05-25,PRD0051,5273,2128,6,47.6
2026-06-01,PRD0051,4525,2289,8,47.3
2026-06-08,PRD0051,4227,2139,7,38.5
