seller_id,week,total_orders,breaches,sla_breach_rate,avg_rating,n_reviews,avg_exposure_score,total_impressions,total_video_views,total_live_stream_placements,n_returns,return_rate,region,primary_category,tier
SEL0012,2026-04-20,3,2,0.6666666666666666,4.0,2.0,30.725,13933.0,6345.0,16.0,1.0,0.3333333333333333,Italy,Home & Living,Silver
SEL0012,2026-04-27,1,1,1.0,1.0,1.0,26.575,12610.0,5473.0,12.0,1.0,1.0,Italy,Home & Living,Silver
SEL0012,2026-05-11,4,1,0.25,3.0,1.0,22.95,11091.0,5441.0,10.0,0.0,0.0,Italy,Home & Living,Silver
SEL0012,2026-05-18,1,0,0.0,2.0,1.0,20.25,10688.0,4325.0,7.0,1.0,1.0,Italy,Home & Living,Silver
SEL0012,2026-06-15,1,1,1.0,,,13.675,7791.0,3361.0,2.0,0.0,0.0,Italy,Home & Living,Silver
SEL0013,2025-07-21,1,0,0.0,5.0,1.0,92.6,8865.0,4276.0,19.0,0.0,0.0,Spain,Home & Living,Silver
SEL0013,2025-09-15,1,0,0.0,3.0,1.0,88.4,8968.0,4184.0,19.0,0.0,0.0,Spain,Home & Living,Silver
SEL0013,2025-09-22,1,0,0.0,4.0,1.0,81.0,8780.0,3437.0,13.0,0.0,0.0,Spain,Home & Living,Silver
SEL0013,2025-11-24,1,0,0.0,,,84.4,9110.0,4677.0,13.0,0.0,0.0,Spain,Home & Living,Silver
SEL0013,2025-12-22,1,0,0.0,3.0,1.0,86.7,7941.0,4306.0,15.0,0.0,0.0,Spain,Home & Living,Silver
SEL0013,2026-01-05,1,0,0.0,,,100.0,9718.0,3627.0,22.0,1.0,1.0,Spain,Home & Living,Silver
SEL0013,2026-01-12,1,0,0.0,5.0,1.0,98.9,8742.0,3274.0,18.0,0.0,0.0,Spain,Home & Living,Silver
SEL0013,2026-04-20,1,0,0.0,,,66.35,13920.0,7035.0,21.0,1.0,1.0,Spain,Home & Living,Silver
SEL0013,2026-04-27,1,1,1.0,,,60.05,13793.0,6291.0,18.0,1.0,1.0,Spain,Home & Living,Silver
SEL0013,2026-05-04,2,0,0.0,4.0,1.0,76.25,14315.0,5802.0,31.0,0.0,0.0,Spain,Home & Living,Silver
SEL0013,2026-06-08,1,0,0.0,5.0,1.0,80.0,15567.0,6868.0,30.0,0.0,0.0,Spain,Home & Living,Silver
SEL0013,2026-06-15,1,0,0.0,4.0,1.0,63.85,14607.0,7254.0,22.0,0.0,0.0,Spain,Home & Living,Silver
SEL0013,2026-06-22,1,0,0.0,,,65.0,14674.0,6647.0,21.0,0.0,0.0,Spain,Home & Living,Silver
SEL0014,2025-06-23,1,1,1.0,,1.0,79.3,6763.0,3010.0,16.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2025-08-11,1,0,0.0,1.0,1.0,62.9,6746.0,2666.0,9.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2025-09-15,1,0,0.0,1.0,1.0,51.9,11912.0,5218.0,17.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2025-10-27,1,0,0.0,4.0,1.0,68.06666666666666,19545.0,9217.0,38.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2025-11-10,1,0,0.0,,,62.1,17443.0,7672.0,38.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2025-11-17,1,0,0.0,4.0,1.0,53.96666666666667,17462.0,7525.0,25.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2025-11-24,1,1,1.0,3.0,1.0,65.2,26635.0,14113.0,47.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2025-12-01,1,0,0.0,5.0,1.0,75.0,29161.0,11900.0,55.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2025-12-08,1,0,0.0,,,68.925,26814.0,12419.0,53.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2025-12-15,1,0,0.0,,,69.025,28367.0,12810.0,47.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2026-01-05,1,0,0.0,5.0,1.0,67.425,28370.0,12377.0,50.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2026-01-12,1,0,0.0,4.0,1.0,65.525,26086.0,11236.0,47.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2026-01-19,1,0,0.0,,,67.5,27406.0,11210.0,45.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2026-01-26,1,0,0.0,,,68.2,27190.0,12299.0,44.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2026-02-09,1,0,0.0,,,67.15,26947.0,10943.0,49.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2026-02-16,1,0,0.0,,,64.625,24968.0,9871.0,47.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2026-03-02,2,2,1.0,,,68.46000000000001,33550.0,14695.0,58.0,2.0,1.0,UK,Pet Supplies,Gold
SEL0014,2026-03-09,3,0,0.0,5.0,2.0,69.74,35940.0,15717.0,58.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2026-03-16,1,1,1.0,,,67.12,34816.0,15169.0,64.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2026-03-23,3,0,0.0,3.5,2.0,69.44,34990.0,15942.0,60.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2026-03-30,1,0,0.0,4.0,1.0,68.22,33896.0,17438.0,59.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2026-04-06,1,0,0.0,,1.0,68.11999999999999,36863.0,16945.0,51.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2026-04-13,2,0,0.0,5.0,1.0,69.36,33311.0,14746.0,66.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2026-05-04,1,0,0.0,4.0,1.0,68.16,33237.0,14103.0,65.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2026-05-11,2,0,0.0,5.0,1.0,68.26,32175.0,12511.0,66.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2026-05-25,2,0,0.0,2.0,2.0,69.7,33128.0,14556.0,65.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2026-06-08,1,0,0.0,,,70.28,35662.0,16607.0,60.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2026-06-15,4,0,0.0,3.0,3.0,73.96000000000001,34143.0,15461.0,74.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0014,2026-06-22,2,0,0.0,4.0,1.0,60.42,31353.0,13212.0,52.0,0.0,0.0,UK,Pet Supplies,Gold
SEL0015,2025-01-27,1,0,0.0,,,78.6,8070.0,2893.0,13.0,0.0,0.0,UK,Home & Living,Silver
SEL0015,2025-02-17,1,0,0.0,,,80.1,7412.0,3189.0,17.0,0.0,0.0,UK,Home & Living,Silver
SEL0015,2025-05-26,1,0,0.0,,,56.4,5996.0,2154.0,10.0,0.0,0.0,UK,Home & Living,Silver
SEL0015,2025-08-18,2,2,1.0,,,22.5,2980.0,1317.0,1.0,2.0,1.0,UK,Home & Living,Silver
SEL0015,2025-09-08,1,1,1.0,,,27.4,7262.0,3700.0,5.0,0.0,0.0,UK,Home & Living,Silver
SEL0015,2025-09-15,1,1,1.0,,,21.8,5902.0,2991.0,4.0,1.0,1.0,UK,Home & Living,Silver
SEL0015,2025-10-13,2,1,0.5,5.0,1.0,15.25,4226.0,1777.0,2.0,1.0,0.5,UK,Home & Living,Silver
SEL0015,2025-10-20,1,1,1.0,2.0,1.0,17.25,4239.0,2029.0,3.0,1.0,1.0,UK,Home & Living,Silver
SEL0015,2025-11-03,1,1,1.0,,,15.700000000000001,5878.0,2878.0,5.0,0.0,0.0,UK,Home & Living,Silver
SEL0015,2026-01-26,1,0,0.0,,,21.16,12366.0,5393.0,12.0,0.0,0.0,UK,Home & Living,Silver
SEL0015,2026-02-02,2,1,0.5,5.0,1.0,20.5,12776.0,5574.0,11.0,1.0,0.5,UK,Home & Living,Silver
SEL0015,2026-02-09,1,0,0.0,,,19.04,11435.0,5072.0,10.0,0.0,0.0,UK,Home & Living,Silver
SEL0015,2026-02-16,1,1,1.0,,,15.459999999999999,9971.0,3827.0,7.0,1.0,1.0,UK,Home & Living,Silver
SEL0015,2026-02-23,3,2,0.6666666666666666,2.5,2.0,13.76,9513.0,4644.0,5.0,0.0,0.0,UK,Home & Living,Silver
SEL0015,2026-03-02,1,0,0.0,,,14.219999999999999,9335.0,4238.0,5.0,0.0,0.0,UK,Home & Living,Silver
SEL0015,2026-03-09,1,1,1.0,2.0,1.0,19.816666666666666,15005.0,6842.0,12.0,0.0,0.0,UK,Home & Living,Silver
SEL0015,2026-03-16,1,1,1.0,,,18.966666666666665,14272.0,6062.0,11.0,0.0,0.0,UK,Home & Living,Silver
SEL0015,2026-03-23,2,2,1.0,1.0,1.0,17.583333333333332,13674.0,6447.0,8.0,1.0,0.5,UK,Home & Living,Silver
SEL0015,2026-04-06,3,3,1.0,2.5,2.0,17.0,12353.0,5822.0,10.0,2.0,0.6666666666666666,UK,Home & Living,Silver
SEL0015,2026-05-04,5,3,0.6,,,11.549999999999999,9915.0,4763.0,3.0,2.0,0.4,UK,Home & Living,Silver
SEL0015,2026-05-11,2,1,0.5,2.0,1.0,11.083333333333334,9159.0,4310.0,4.0,0.0,0.0,UK,Home & Living,Silver
SEL0015,2026-05-25,1,1,1.0,,,9.983333333333333,8436.0,3696.0,2.0,0.0,0.0,UK,Home & Living,Silver
SEL0015,2026-06-01,1,0,0.0,,,8.483333333333334,7413.0,3219.0,1.0,0.0,0.0,UK,Home & Living,Silver
SEL0015,2026-06-15,1,1,1.0,1.0,1.0,7.333333333333333,6621.0,3443.0,1.0,1.0,1.0,UK,Home & Living,Silver
SEL0015,2026-06-22,1,1,1.0,1.0,1.0,7.933333333333334,6893.0,3280.0,1.0,0.0,0.0,UK,Home & Living,Silver
SEL0016,2025-06-16,1,0,0.0,,,36.6,7236.0,3213.0,14.0,0.0,0.0,Spain,Pet Supplies,Gold
SEL0016,2025-08-18,1,1,1.0,,,29.25,6057.0,2156.0,8.0,1.0,1.0,Spain,Pet Supplies,Gold
SEL0016,2025-09-08,1,1,1.0,,,31.366666666666664,10056.0,4495.0,14.0,2.0,2.0,Spain,Pet Supplies,Gold
SEL0016,2025-10-06,1,1,1.0,1.0,1.0,23.233333333333334,8902.0,4093.0,6.0,0.0,0.0,Spain,Pet Supplies,Gold
SEL0016,2025-10-20,1,1,1.0,2.0,1.0,20.1,10397.0,5237.0,7.0,1.0,1.0,Spain,Pet Supplies,Gold
SEL0016,2025-11-03,1,0,0.0,,,18.45,9085.0,4267.0,8.0,0.0,0.0,Spain,Pet Supplies,Gold
SEL0016,2025-11-17,2,1,0.5,5.0,1.0,14.049999999999999,7704.0,3521.0,3.0,1.0,0.5,Spain,Pet Supplies,Gold
SEL0016,2025-12-08,3,1,0.3333333333333333,4.0,1.0,21.18,12312.0,5663.0,15.0,1.0,0.3333333333333333,Spain,Pet Supplies,Gold
SEL0016,2025-12-29,2,0,0.0,4.0,1.0,15.84,10446.0,5109.0,6.0,0.0,0.0,Spain,Pet Supplies,Gold
SEL0016,2026-02-09,1,1,1.0,,,9.78,6609.0,2971.0,3.0,0.0,0.0,Spain,Pet Supplies,Gold
SEL0016,2026-02-16,1,1,1.0,,,9.879999999999999,6846.0,3041.0,2.0,1.0,1.0,Spain,Pet Supplies,Gold
SEL0016,2026-02-23,1,1,1.0,,,8.28,5831.0,2662.0,2.0,1.0,1.0,Spain,Pet Supplies,Gold
SEL0016,2026-03-02,1,1,1.0,,,9.459999999999999,6490.0,2656.0,2.0,0.0,0.0,Spain,Pet Supplies,Gold
SEL0016,2026-03-16,1,1,1.0,1.0,1.0,7.4799999999999995,5556.0,2481.0,1.0,0.0,0.0,Spain,Pet Supplies,Gold
SEL0016,2026-04-06,1,0,0.0,5.0,1.0,7.12,5230.0,2220.0,1.0,0.0,0.0,Spain,Pet Supplies,Gold
SEL0016,2026-04-20,1,0,0.0,,,5.680000000000001,4445.0,2051.0,0.0,0.0,0.0,Spain,Pet Supplies,Gold
SEL0016,2026-04-27,1,1,1.0,,,6.1,4756.0,1926.0,0.0,0.0,0.0,Spain,Pet Supplies,Gold
SEL0016,2026-05-04,1,0,0.0,,,6.4799999999999995,5057.0,2401.0,0.0,0.0,0.0,Spain,Pet Supplies,Gold
SEL0016,2026-06-08,2,1,0.5,3.5,2.0,5.2,3970.0,1741.0,0.0,1.0,0.5,Spain,Pet Supplies,Gold
SEL0016,2026-06-22,1,0,0.0,3.0,1.0,5.4,4115.0,1874.0,0.0,0.0,0.0,Spain,Pet Supplies,Gold
SEL0017,2025-05-19,1,1,1.0,,,44.73333333333333,14620.0,6420.0,20.0,0.0,0.0,France,Toys & Games,Silver
SEL0017,2025-06-09,1,1,1.0,1.0,1.0,47.1,14373.0,7504.0,29.0,1.0,1.0,France,Toys & Games,Silver
SEL0017,2025-07-21,1,1,1.0,,,56.0,16402.0,7212.0,29.0,0.0,0.0,France,Toys & Games,Silver
SEL0017,2025-09-15,2,1,0.5,3.0,1.0,51.675,19960.0,8020.0,39.0,0.0,0.0,France,Toys & Games,Silver
SEL0017,2025-09-29,1,0,0.0,,1.0,55.324999999999996,21336.0,10439.0,40.0,0.0,0.0,France,Toys & Games,Silver
SEL0017,2025-10-20,1,0,0.0,5.0,1.0,54.675,22459.0,10133.0,35.0,0.0,0.0,France,Toys & Games,Silver
SEL0017,2025-11-03,1,1,1.0,,,58.55,23977.0,10402.0,40.0,0.0,0.0,France,Toys & Games,Silver
SEL0017,2025-11-10,3,0,0.0,4.0,1.0,56.425,21576.0,9650.0,41.0,0.0,0.0,France,Toys & Games,Silver
SEL0017,2025-11-17,2,1,0.5,4.0,1.0,53.125,21083.0,10605.0,36.0,0.0,0.0,France,Toys & Games,Silver
SEL0017,2025-12-15,1,1,1.0,1.0,1.0,55.625,22736.0,9134.0,39.0,1.0,1.0,France,Toys & Games,Silver
SEL0017,2026-01-26,1,0,0.0,,,44.88,22693.0,9946.0,40.0,0.0,0.0,France,Toys & Games,Silver
SEL0017,2026-02-09,3,1,0.3333333333333333,4.333333333333333,3.0,36.94,20772.0,9699.0,28.0,1.0,0.3333333333333333,France,Toys & Games,Silver
SEL0017,2026-02-16,2,1,0.5,,,31.560000000000002,18709.0,7394.0,18.0,1.0,0.5,France,Toys & Games,Silver
SEL0017,2026-02-23,1,1,1.0,2.0,1.0,30.28,17668.0,8128.0,20.0,1.0,1.0,France,Toys & Games,Silver
SEL0017,2026-03-09,2,0,0.0,4.0,1.0,23.5,14352.0,6797.0,13.0,0.0,0.0,France,Toys & Games,Silver
SEL0017,2026-03-16,1,0,0.0,,1.0,20.34,12848.0,5160.0,9.0,0.0,0.0,France,Toys & Games,Silver
SEL0017,2026-04-13,2,0,0.0,2.5,2.0,15.680000000000001,10510.0,4335.0,5.0,0.0,0.0,France,Toys & Games,Silver
SEL0017,2026-05-04,1,0,0.0,2.0,1.0,9.459999999999999,7345.0,3613.0,0.0,0.0,0.0,France,Toys & Games,Silver
SEL0017,2026-05-11,2,2,1.0,2.0,1.0,9.040000000000001,7042.0,3077.0,0.0,2.0,1.0,France,Toys & Games,Silver
SEL0017,2026-05-18,1,1,1.0,5.0,1.0,9.52,6925.0,3354.0,1.0,0.0,0.0,France,Toys & Games,Silver
SEL0017,2026-05-25,3,1,0.3333333333333333,4.0,3.0,11.366666666666667,9044.0,3977.0,4.0,0.0,0.0,France,Toys & Games,Silver
SEL0017,2026-06-01,1,0,0.0,1.0,1.0,10.566666666666666,8204.0,3645.0,5.0,0.0,0.0,France,Toys & Games,Silver
SEL0017,2026-06-08,1,1,1.0,,,9.633333333333333,8092.0,3576.0,3.0,1.0,1.0,France,Toys & Games,Silver
SEL0017,2026-06-15,5,2,0.4,2.6666666666666665,3.0,8.666666666666666,7306.0,3340.0,3.0,0.0,0.0,France,Toys & Games,Silver
SEL0017,2026-06-22,1,1,1.0,,,7.966666666666666,6731.0,3148.0,2.0,0.0,0.0,France,Toys & Games,Silver
SEL0017,2026-06-29,1,0,0.0,,,6.050000000000001,1754.0,730.0,0.0,0.0,0.0,France,Toys & Games,Silver
SEL0018,2025-05-05,1,0,0.0,,,40.8,3631.0,1411.0,8.0,0.0,0.0,Germany,Electronics,Silver
SEL0018,2025-05-12,1,0,0.0,4.0,1.0,39.6,3778.0,1638.0,8.0,0.0,0.0,Germany,Electronics,Silver
SEL0018,2025-06-16,1,0,0.0,5.0,1.0,45.9,4330.0,1593.0,8.0,0.0,0.0,Germany,Electronics,Silver
SEL0018,2025-08-18,1,0,0.0,4.0,1.0,59.166666666666664,18044.0,8533.0,37.0,0.0,0.0,Germany,Electronics,Silver
SEL0018,2025-09-08,1,0,0.0,4.0,2.0,59.13333333333333,18569.0,8706.0,30.0,0.0,0.0,Germany,Electronics,Silver
SEL0018,2025-09-29,1,0,0.0,5.0,1.0,59.26666666666667,18450.0,8175.0,31.0,0.0,0.0,Germany,Electronics,Silver
SEL0018,2025-10-06,1,0,0.0,5.0,1.0,57.03333333333333,18704.0,7812.0,28.0,0.0,0.0,Germany,Electronics,Silver
SEL0018,2025-10-13,1,0,0.0,4.0,1.0,67.23333333333333,17907.0,8592.0,38.0,0.0,0.0,Germany,Electronics,Silver
SEL0018,2025-12-08,1,0,0.0,5.0,1.0,62.56,33062.0,14232.0,52.0,0.0,0.0,Germany,Electronics,Silver
SEL0018,2025-12-15,1,0,0.0,1.0,1.0,60.779999999999994,31547.0,15264.0,57.0,0.0,0.0,Germany,Electronics,Silver
SEL0018,2025-12-29,1,0,0.0,5.0,1.0,66.97999999999999,32990.0,13884.0,66.0,0.0,0.0,Germany,Electronics,Silver
SEL0018,2026-01-05,1,1,1.0,2.0,1.0,65.17999999999999,33285.0,14888.0,51.0,1.0,1.0,Germany,Electronics,Silver
SEL0018,2026-01-19,2,1,0.5,5.0,1.0,65.32000000000001,33084.0,14874.0,55.0,0.0,0.0,Germany,Electronics,Silver
SEL0018,2026-01-26,3,1,0.3333333333333333,4.0,1.0,71.44,33625.0,15286.0,70.0,0.0,0.0,Germany,Electronics,Silver
SEL0018,2026-03-02,1,0,0.0,4.0,1.0,61.04,32102.0,14975.0,54.0,0.0,0.0,Germany,Electronics,Silver
SEL0018,2026-04-06,1,0,0.0,5.0,1.0,70.2,33654.0,14761.0,71.0,0.0,0.0,Germany,Electronics,Silver
SEL0018,2026-04-13,1,0,0.0,2.0,1.0,62.44,32432.0,12389.0,56.0,0.0,0.0,Germany,Electronics,Silver
SEL0018,2026-04-27,1,0,0.0,,,62.2,31663.0,12680.0,56.0,0.0,0.0,Germany,Electronics,Silver
SEL0018,2026-05-18,2,1,0.5,,,66.78,32722.0,14698.0,57.0,1.0,0.5,Germany,Electronics,Silver
SEL0018,2026-05-25,1,0,0.0,2.0,1.0,59.08,30836.0,12193.0,48.0,0.0,0.0,Germany,Electronics,Silver
SEL0018,2026-06-08,1,0,0.0,,,59.44,31187.0,13822.0,50.0,0.0,0.0,Germany,Electronics,Silver
SEL0018,2026-06-22,1,0,0.0,4.0,1.0,60.52,30338.0,13875.0,52.0,0.0,0.0,Germany,Electronics,Silver
SEL0019,2026-05-04,1,0,0.0,5.0,1.0,47.8,5179.0,2187.0,8.0,0.0,0.0,France,Home & Living,Bronze
SEL0019,2026-05-18,1,0,0.0,4.0,1.0,54.5,10791.0,4521.0,19.0,0.0,0.0,France,Home & Living,Bronze
SEL0019,2026-05-25,2,0,0.0,5.0,1.0,60.25,11595.0,5653.0,21.0,0.0,0.0,France,Home & Living,Bronze
SEL0019,2026-06-08,2,1,0.5,5.0,1.0,59.4,12223.0,4375.0,19.0,1.0,0.5,France,Home & Living,Bronze
SEL0019,2026-06-15,1,1,1.0,1.0,1.0,62.8,12880.0,5524.0,22.0,0.0,0.0,France,Home & Living,Bronze
SEL0019,2026-06-22,2,0,0.0,5.0,1.0,61.1,13066.0,5118.0,20.0,0.0,0.0,France,Home & Living,Bronze
SEL0020,2025-10-27,1,0,0.0,4.0,1.0,31.1,3570.0,1586.0,4.0,0.0,0.0,UK,Fashion,Platinum
SEL0020,2025-11-03,1,0,0.0,5.0,1.0,46.4,4475.0,1963.0,9.0,0.0,0.0,UK,Fashion,Platinum
SEL0020,2025-11-17,1,0,0.0,,,35.1,3561.0,1542.0,6.0,0.0,0.0,UK,Fashion,Platinum
SEL0020,2026-01-05,1,0,0.0,3.0,1.0,60.400000000000006,11930.0,6378.0,20.0,0.0,0.0,UK,Fashion,Platinum
SEL0020,2026-02-09,1,0,0.0,,,55.3,10550.0,4416.0,20.0,0.0,0.0,UK,Fashion,Platinum
SEL0020,2026-02-23,1,0,0.0,,,68.0,12368.0,5803.0,25.0,0.0,0.0,UK,Fashion,Platinum
SEL0020,2026-03-30,1,1,1.0,,,56.55,11177.0,5373.0,19.0,0.0,0.0,UK,Fashion,Platinum
SEL0020,2026-04-06,1,0,0.0,5.0,1.0,48.3,10511.0,4768.0,18.0,0.0,0.0,UK,Fashion,Platinum
SEL0020,2026-04-27,1,0,0.0,5.0,1.0,49.900000000000006,9895.0,4053.0,19.0,0.0,0.0,UK,Fashion,Platinum
SEL0020,2026-05-25,1,0,0.0,5.0,1.0,60.900000000000006,11840.0,5213.0,25.0,0.0,0.0,UK,Fashion,Platinum
SEL0020,2026-06-08,1,0,0.0,,1.0,53.8,10999.0,4619.0,16.0,0.0,0.0,UK,Fashion,Platinum
SEL0020,2026-06-15,2,0,0.0,4.5,2.0,51.95,11459.0,5356.0,15.0,0.0,0.0,UK,Fashion,Platinum
SEL0021,2025-06-09,1,0,0.0,3.0,1.0,40.35,8268.0,3814.0,13.0,0.0,0.0,Germany,Fashion,Silver
SEL0021,2025-06-30,1,0,0.0,3.0,1.0,49.333333333333336,15456.0,6970.0,24.0,0.0,0.0,Germany,Fashion,Silver
SEL0021,2025-07-21,1,0,0.0,5.0,1.0,49.0,16450.0,6121.0,20.0,0.0,0.0,Germany,Fashion,Silver
SEL0021,2025-08-11,1,0,0.0,5.0,1.0,56.96666666666667,16745.0,7542.0,33.0,0.0,0.0,Germany,Fashion,Silver
SEL0021,2025-08-25,1,0,0.0,4.0,1.0,47.6,14578.0,5772.0,24.0,0.0,0.0,Germany,Fashion,Silver
SEL0021,2025-09-15,1,0,0.0,3.0,1.0,53.6,15510.0,6930.0,30.0,0.0,0.0,Germany,Fashion,Silver
SEL0021,2025-10-13,1,0,0.0,5.0,1.0,48.699999999999996,13971.0,6812.0,27.0,0.0,0.0,Germany,Fashion,Silver
SEL0021,2025-11-10,1,0,0.0,,,48.86666666666667,15368.0,6721.0,24.0,0.0,0.0,Germany,Fashion,Silver
SEL0021,2025-11-24,1,0,0.0,5.0,1.0,55.26666666666667,16131.0,6768.0,29.0,0.0,0.0,Germany,Fashion,Silver
SEL0021,2025-12-01,1,0,0.0,4.0,1.0,54.03333333333334,16160.0,8052.0,26.0,0.0,0.0,Germany,Fashion,Silver
SEL0021,2026-01-05,1,1,1.0,1.0,1.0,33.9,11751.0,5048.0,13.0,1.0,1.0,Germany,Fashion,Silver
SEL0021,2026-01-19,1,1,1.0,,,28.7,10061.0,4293.0,10.0,0.0,0.0,Germany,Fashion,Silver
SEL0021,2026-01-26,2,1,0.5,3.0,2.0,28.333333333333332,9571.0,3953.0,11.0,1.0,0.5,Germany,Fashion,Silver
SEL0021,2026-02-16,1,1,1.0,1.0,1.0,21.3,8118.0,3902.0,7.0,1.0,1.0,Germany,Fashion,Silver
SEL0021,2026-03-02,1,1,1.0,,,15.933333333333332,6383.0,3400.0,4.0,1.0,1.0,Germany,Fashion,Silver
SEL0021,2026-03-09,1,0,0.0,,,16.0,6570.0,2991.0,3.0,0.0,0.0,Germany,Fashion,Silver
SEL0021,2026-04-20,2,1,0.5,,,10.5,4318.0,1941.0,1.0,1.0,0.5,Germany,Fashion,Silver
SEL0021,2026-05-25,1,0,0.0,,,7.033333333333334,3196.0,1450.0,0.0,0.0,0.0,Germany,Fashion,Silver
SEL0021,2026-06-01,1,1,1.0,,,6.366666666666667,2983.0,1275.0,0.0,1.0,1.0,Germany,Fashion,Silver
SEL0022,2025-04-14,2,0,0.0,,1.0,39.5,4349.0,1575.0,7.0,0.0,0.0,Germany,Sports & Outdoors,Silver
SEL0022,2025-04-28,1,0,0.0,,,44.2,4587.0,1816.0,9.0,0.0,0.0,Germany,Sports & Outdoors,Silver
SEL0022,2025-05-05,1,0,0.0,4.0,1.0,42.9,3869.0,1600.0,9.0,0.0,0.0,Germany,Sports & Outdoors,Silver
SEL0022,2025-06-23,1,0,0.0,5.0,1.0,54.900000000000006,12396.0,5038.0,16.0,0.0,0.0,Germany,Sports & Outdoors,Silver
SEL0022,2025-06-30,1,0,0.0,,,55.55,11668.0,5117.0,19.0,0.0,0.0,Germany,Sports & Outdoors,Silver
SEL0022,2025-08-11,1,0,0.0,,,46.65,10223.0,4193.0,15.0,0.0,0.0,Germany,Sports & Outdoors,Silver
SEL0022,2025-08-25,1,0,0.0,4.0,1.0,50.3,11832.0,5647.0,15.0,0.0,0.0,Germany,Sports & Outdoors,Silver
SEL0022,2025-10-13,1,0,0.0,1.0,1.0,55.599999999999994,11946.0,5184.0,18.0,1.0,1.0,Germany,Sports & Outdoors,Silver
SEL0022,2025-10-20,1,0,0.0,5.0,1.0,59.2,11249.0,5015.0,21.0,0.0,0.0,Germany,Sports & Outdoors,Silver
SEL0022,2025-11-17,1,0,0.0,5.0,1.0,52.75,11270.0,5365.0,17.0,0.0,0.0,Germany,Sports & Outdoors,Silver
SEL0022,2025-12-01,2,0,0.0,5.0,1.0,58.6,11808.0,5511.0,23.0,0.0,0.0,Germany,Sports & Outdoors,Silver
SEL0022,2025-12-22,1,0,0.0,4.0,1.0,58.150000000000006,11533.0,5586.0,24.0,0.0,0.0,Germany,Sports & Outdoors,Silver
SEL0022,2026-01-05,1,1,1.0,,,55.0,10474.0,4711.0,21.0,0.0,0.0,Germany,Sports & Outdoors,Silver
SEL0022,2026-01-12,2,0,0.0,4.0,1.0,54.46666666666667,15907.0,7426.0,31.0,0.0,0.0,Germany,Sports & Outdoors,Silver
SEL0022,2026-01-26,2,0,0.0,5.0,1.0,60.875,24832.0,10078.0,40.0,0.0,0.0,Germany,Sports & Outdoors,Silver
SEL0022,2026-02-02,1,0,0.0,,,56.675,23451.0,11417.0,40.0,0.0,0.0,Germany,Sports & Outdoors,Silver
SEL0022,2026-02-09,2,0,0.0,4.0,2.0,61.875,24239.0,10955.0,44.0,0.0,0.0,Germany,Sports & Outdoors,Silver
SEL0022,2026-02-23,1,0,0.0,5.0,1.0,56.375,23077.0,10667.0,39.0,0.0,0.0,Germany,Sports & Outdoors,Silver
SEL0022,2026-03-02,1,0,0.0,5.0,1.0,58.475,23690.0,12299.0,42.0,0.0,0.0,Germany,Sports & Outdoors,Silver
SEL0022,2026-03-23,1,0,0.0,5.0,1.0,59.55,24606.0,11021.0,43.0,0.0,0.0,Germany,Sports & Outdoors,Silver
SEL0022,2026-03-30,3,0,0.0,1.0,1.0,60.349999999999994,23702.0,11184.0,41.0,0.0,0.0,Germany,Sports & Outdoors,Silver
SEL0022,2026-04-06,1,0,0.0,3.0,1.0,58.05,24477.0,10349.0,35.0,0.0,0.0,Germany,Sports & Outdoors,Silver
SEL0022,2026-05-11,1,1,1.0,,,62.3,23565.0,9758.0,47.0,0.0,0.0,Germany,Sports & Outdoors,Silver
SEL0022,2026-05-18,2,1,0.5,,,58.775,24738.0,11850.0,39.0,1.0,0.5,Germany,Sports & Outdoors,Silver
SEL0022,2026-05-25,1,0,0.0,4.0,1.0,55.35,22558.0,10569.0,37.0,0.0,0.0,Germany,Sports & Outdoors,Silver
